Category,Price,ImageUrl,Address,Description,Detail Url
Commerciale et bureaux,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCA305BDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1255, Avenue Papineau, Montréal (Ville-Marie), Quartier Centre","Un salon entièrement construit. Près du métro Papineau ainsi que du pont Jacques-Quartier et de l'autoroute 720 E et O. Les projets à proximité incluent le développement de la brasserie Molson, le campus de Radio Canada et le développement de l'Esplanade. Idéal pour une clinique, un bureau, un salon, une esthéticienne et plus !",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/20025051?view=Summary
Commerciale et résidentielle,24 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC272DF8DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"6400 - 6476, Rue Jean-Talon Est, Montréal (Saint-Léonard)","Espace détail de coin et adjacent à louer. Total de 6 008 pi ca (divisible à 2 966 pi ca ou 3 042 pi ca) Loyer de base à 24,00$ du pi ca plus les frais additionels de 7,00$ du pi ca (estimé 2022).Excellente visibilité, accés, stationnement, et idéal pour usages de clinique Médicale, Physio, commerce de détail, restaurants, et service de proximité.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-leonard/22240064?view=Summary
Commerciale seulement,2 800 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCACC677DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"6925, Rue Sherbrooke Ouest, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Notre-Dame-de-Grâce","EMPLACEMENT EXCEPTIONNEL ! Stratégiquement situé sur une rue à circulation élevée avec une grande visibilité. Espace commercial, offrant approx.1400 pc. à louer 2800$ + TPS/TVQ / mois. Espace additionnel au sous-sol d'environ 450 pieds carrés. Idéal pour commerce de détail, épicerie, resto/café, boulangerie et plus. Situé à quelques pas du campus Loyal de l'Université Concordia et des parcs. Ne manquez pas cette occasion en or ! Voir l'addenda pour plus de détails",https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/26641434?view=Summary
Commerciale et bureaux,14 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2688399DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"4787, Rue Sainte-Catherine Est, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",Espace commercial d'une superficie totale de 4 100 pi² situé dans le quartier de Mercier-Hochelaga-Maisonneuve sur la rue Sainte-Catherine Est. Ce local commercial au rez-de-chaussée bénéficie d'un espace de rangement au sous-sol. Situé à proximité des services et facile d'accès. Possibilité de 2 places de stationnement.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-mercier-hochelaga-maisonneuve/26891651?view=Summary
Commerciale et bureaux,1 750 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA0D1AFDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"261, boulevard Henri-Bourassa Ouest, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/11765266?view=Summary
Commerciale et industrielle,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAE3B9DDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"7761, Rue Jarry Est, Montréal (Anjou)",Opportunité unique d'obtenir un espace industriel d'approximativement 3580 pc à Anjou à l'entrée des autoroutes et à proximité des Galeries d'Anjou . Cet espace est équipé de 3 quais de chargements et d'une porte de garage au sol. Profitez d'une hauteur libre de 18 pieds et d'un immense terrain à l'arrière pour accueillir votre marchandise sans soucis ! L'espace est disponible immédiatement.,https://www.centris.ca/fr/local-industriel~a-louer~montreal-anjou/12956515?view=Summary
Commerciale seulement,42 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA9515EDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"1211, boulevard Robert-Bourassa, local 500, Montréal (Ville-Marie), Quartier Centre Ouest","5,000pc situé au 5ème étage à 42$/pc triple net dans le tout nouveau bâtiment Altitude, unique avec entrée privée sur Robert Bourassa & ascenseur privé.2terrasses privées incroyable & complètement distinctif avec une vue magnifique du centre-ville de Montréal. Fenêtres du sol au plafond avec exposition d'Ouest & plafonds de 10 pi.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/25593429?view=Summary
Commerciale et bureaux,1 756 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2A673CDDDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"7375, Rue Beaubien Est, local B, Montréal (Anjou)","Venez-vous installer au coin de rue Beaubien et Des Roseraies, idéal pour petit commerce ou un bureau d'affaire niché dans un secteur a très grande densité de population et sur un artère des plus passantes du secteur une unité de coin avec une très grande fenestration vous permettra d'être bien vu par les passants automobiles et piétons. Possibilité d'espaces de stationnements extérieurs L'électricité et le chauffage aux frais du locataire Le loyer net est de 1200$ par mois l'excédant est compose d'autres frais",https://www.centris.ca/fr/local-commercial~a-louer~montreal-anjou/19625760?view=Summary
Commerciale seulement,10 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC26C3FCDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"4255, Rue Jean-Talon Est, Montréal (Saint-Léonard)","***Sous-sol*** | 11620 p.c. apprx | 10.00 $ net net / 4.00$ loyers additionnels (estimé) | Jean-Talon Est /Pie-IX | Occupation immédiate| Anciennement Gym depuis plus de 20 années | Sous-sol avec un plafond actuel de 10'8'' (potentiel de 14') | Accès personnalisé par un vestibule de 620 p.c. | Espace voisin au marché alimentaire ATLAS et SAQ, générant un volume de client important hebdomadairement | Face au centre commercial Le Boulevard | Espace importante sur le pylône disponible pour plus de visibilité | Plusieurs espaces de stationnement | Accès facile par le transport en commun",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-leonard/27721419?view=Summary
Commerciale et bureaux,47 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE0F132DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"1188, Rue Sherbrooke Ouest, Montréal (Ville-Marie), Quartier Mille Carré Doré","Des espaces de bureaux éclectiques de classe «A» situés dans l'incubateur/accélérateur Zú, dans une communauté axée sur la créativité, l'innovation et la technologie au sein du complexe patrimonial Maison Alcan.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-ville-marie/15190886?view=Summary
Commerciale et industrielle,2 900 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEC4FA3DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"2165D, Avenue Madison, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Notre-Dame-de-Grâce",Superbe espace commercial de style industriel d'approximativement 4250pc stratégiquement situé dans le quartier de Notre-Dame-de-Grâce à deux pas du centre Universitaire de santé McGill (Glen) et de la station de metro Vendôme. Cet unité au sous-sol de l'immeuble est à seulement 8$/pc par année avec sa propre porte de garage permettant d'y apporter du matériel plus facilement et un accès à un quai de chargement et un monte-charge. Prix très compétitif pour le secteur!,https://www.centris.ca/fr/local-industriel~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/23897230?view=Summary
Commerciale seulement,3 495 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAEB779DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"55, Rue Sainte-Catherine Est, Montréal (Ville-Marie), Quartier Centre","Emplacement! Emplacement ! Emplacement! Restaurant clé en main avec beaucoup de potentiel, situé au coeur du centre-ville de Montréal, au coin de la rue St Dominique et Ste-Catherine E., avec une excellente visibilité et une façade vitrée du sol au plafond. À seulement 2 minutes à pied du métro Saint Laurent. Près de l'Université du Québec, la Bibliothèque Centrale de l'UQAM, des théâtres. Beaucoup d'achalandage, servi aux gens d'affaires, étudiants, touristes...À VOIR ABSOLUMENT!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/28457650?view=Summary
Commerciale seulement,1 550 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEAD984DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"704, Rue Notre-Dame Ouest, local 2, Montréal (Ville-Marie), Quartier La Cité du Multimédia","Espace commercial très bien situé dans un quartier animé par des résidents locaux, des gens d'affaires et au coeur des lieux touristiques du Vieux -Montréal. La façade comporte de grandes fenêtres, tandis que l'intérieur a des plafonds de 13,4 pieds. Il y a également une mezzanine pour y installer un bureau ou une cuisinette.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/24898879?view=Summary
Commerciale seulement,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2FFB37BDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"600, Rue Jean-Talon Est, local 2, Montréal (Rosemont/La Petite-Patrie), Quartier La Petite-Patrie",Salle des serveurs,https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/27256971?view=Summary
Bureaux seulement,1 100 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC26DB65DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"840 - 842, Avenue Sainte-Croix, Montréal (Saint-Laurent), Quartier Vieux Saint-Laurent","Centre Professionnel St-Laurent avec notaires au 1er étage; édifice entièrement refait en 2021. Étage supérieur vous offre 5 bureaux de 190 pica à 320 pica ainsi qu'un comptoire et une salle d'eau double.Le sous-sol avec entrée indépendante vous offre 3 bureaux ainsi qu'une salle d'eau. Sur chaque étage il y a 2 bureaux attenants qui seront loués combinés. Possibilité de location de l'étage au complet. Bureau pour professionnels, comptables, avocat ets.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-laurent/24442733?view=Summary
Commerciale et bureaux,12 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2D4E3BDDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"9090, Avenue du Parc, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","DISPONIBLE: au 2ème étage, espaces divisibles de 500 à 10,000 pi.ca.; Taux de location: 12.00 $/pi.ca. BRUT;",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/23610253?view=Summary
Commerciale seulement,3 300 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAB25A6DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"5357, Rue de Castille, Montréal (Montréal-Nord)",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-montreal-nord/26323170?view=Summary
Commerciale seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAFB9C2DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"1751, Rue Richardson, local R113, Montréal (Le Sud-Ouest), Quartier Pointe-Saint-Charles","Espace commercial clé en main disponible à la location. Anciennement utilisé comme un salon de coiffure. A l'intérieur d'un bâtiment à usage multiple qui comprend 800,000 pc d'espace de bureau et 240 unités résidentielles. Excellente opportunité de s'établir dans un marché en pleine expansion. Le loyer supplémentaire de 16,32 $ ppc doit être ajouté au prix demandé.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/20757988?view=Summary
Commerciale et industrielle,"8,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D252765ADDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"8515, 9e Avenue, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Saint-Michel",Immeuble industriel multiétage présentement vacant. Espaces style loft. Emplacement de choix.,https://www.centris.ca/fr/batisse-industrielle~a-louer~montreal-villeray-saint-michel-parc-extension/28452537?view=Summary
Commerciale seulement,1 660 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC194AA6DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"1097, Rue Saint-Alexandre, local 207, Montréal (Ville-Marie), Quartier Centre","Très beau Bureau, 2 étage, emplacement exceptionnel, plein centre ville de Montréal, 4 bureaux fermés avec beaucoup de cachet, Rue St-Alexandre coin René-Lévesque, Metro, train de banlieue, voies rapides, universités, gym, restos et cafés. Les frais d'exploitation sont inclus.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/13137522?view=Summary
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0D9F98DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1800 - 1812, Rue Sainte-Catherine Est, local A, Montréal (Ville-Marie), Quartier Centre",Local de 3100 à 6200 pi² à louer. Disponible immédiatement au coeur du Village de Ville-Marie. Parfait pour service de professionnel. Second espace similaire disponible à l'étage supérieur. Coeur du Village. Rénové en 2019. Accessibilité optimale.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/27186458?view=Summary
Commerciale et bureaux,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEB7034DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"760, boulevard Crémazie Ouest, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Parc-Extension","Superbe bureau à louer de 3 010 pieds carrés avec beaucoup de fenestration situé sur le boul. Crémazie Ouest à Montréal, à Proximité de l'intersection des autoroutes 40 et 15. Superbe visibilité pour y installer votre enseigne. Espaces de stationnements inclus dans la location. 2 salles de bains privés. Prix: 4515$/mois. Ce prix inclus tous les frais d'opération de l'immeuble. (Déneigement, taxes d'affaires, municipales et scolaires, etc.) ***Il y a possibilité de subdiviser le local au besoin***",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/11135596?view=Summary
Commerciale et bureaux,24 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6392CDDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"366, Avenue Lafleur, local 205, Montréal (LaSalle)","Cet espace de bureau ensoleillé au 2ème et dernier étage vous offre une salle de bain complète, une cuisine et 1 espace de stationnement. Dans un centre professionel avec plusieurs autres entreprises. Belle opportunité pour une jeune entreprise!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/23726705?view=Summary
Commerciale et bureaux,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC1138FCDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"111, Rue Chabanel Ouest, local 629, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","Magnifique espace commercial au coeur de la rue Chabanel , entourée de divers commerces locaux et à l'échelle internationale. L'espace offre des hauts plafonds ainsi que la possibilité de subdiviser par rapport aux besoins de votre entreprise. L'immeuble est équipée de quais de chargements accessibles aux locataires avec ascenseurs. Possibilité de rénover l'espace à votre goût avec la participation du propriétaire pour certains éléments qui seront à discuter.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/12607487?view=Summary
Bureaux seulement,"14,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2E507F3DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"4220, Rue de Rouen, local 425, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Hochelaga-Maisonneuve",,https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-mercier-hochelaga-maisonneuve/9849284?view=Summary
Commerciale seulement,3 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA30C35DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"3730, Rue Jarry Est, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Saint-Michel","local commercial de 1000pc, avec sous-sol même grandeur, RDC comprend 3 bureau et salle d'eau, sous-sol 3 bureau et salle d'eau. 3 parkings dans la cour, près autoroute et transport en commun, facile à visiter.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-villeray-saint-michel-parc-extension/11680338?view=Summary
Bureaux seulement,2 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA436D8DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"4560B, boulevard Saint-Laurent, local 202, Montréal (Le Plateau-Mont-Royal), Quartier Mile-End","Incroyable espace de bureau ouvert au 2ème étage entièrement meublé pouvant accueillir jusqu'à 12 personnes avec une salle de conférence fermée, un beau coin salon cuisine et un coin café. Espace de coworking partagé uniquement avec 1 autre locataire. Terme de deux (2) ans ou d'un (1) an. Le prix comprend les services, Wi-Fi, le locataire n'a besoin que d'une assurance responsabilité. Disponible à partir du 1er décembre 2022.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/27350971?view=Summary
Commerciale et bureaux,"16,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2999219DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 503, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 16,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/25799010?view=Summary
Commerciale seulement,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE75805DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"4293, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Belle opportunité, magasin au rez-de-chaussée située dans le secteur central du plateau-Mont-Royal entre les rues Rachel et Mont-Royal. Superficie d'environ 1 458 pieds carrés. L'unité est actuellement vacante et disponible immédiatement. Idéal pour tout type de commerce de détail, bureau professionnel ou restaurant. Tout locataire potentiel doit vérifier auprès de la ville les permis relatifs à tout commerce. Tous les locataires potentiels doivent également se qualifier par une vérification de crédit et criminelle.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-le-plateau-mont-royal/15095673?view=Summary
Commerciale et bureaux,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA58761DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"7250, Rue Clark, local 201, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","Magnifique local de 4838pc, sera remis à NEUF, niveau 2e étage, près du métro Castelnau et du parc Jarry. Idéal pour bureaux, entreposage, etc",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/12485103?view=Summary
Commerciale et bureaux,1 775 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEDFFCBDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"4810, Rue Jean-Talon Ouest, local 407, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/27884802?view=Summary
Commerciale et bureaux,"23,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCAB735CDDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"2222, Rue Ontario Est, local 201, Montréal (Ville-Marie), Quartier Centre","Bureaux professionnels à louer au rdc et au 2e étage de l'immeuble. Endroit stratégique sur la rue Ontario E. à seulement 6 minutes de marche du Métro Frontenac. Plusieurs locaux disponibles variant entre 1000 et 4000 pi². L'immeuble subit actuellement une cure de rajeunissement avec une livraison prévue en avril 2023. Grande fenestration sur deux côtés de l'immeuble. Système d'entrée avec carte à puce. Aire commune : Terrasse sur le toit, cuisine commune au 2e étage, rangement au sous-sol et douche. Synergie entre les locataires recherchés, appelez-nous pour connaître les avantages avec les autres locataires pour votre entreprise",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/22587655?view=Summary
Commerciale seulement,2 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D23FE297DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1631, Rue De Salaberry, local 201, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","Occupation immédiate, espace bureau propre et disponible",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/24601099?view=Summary
Industrielle seulement,"12,97 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCAFD7ADDDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"2225, Rue Parthenais, Montréal (Ville-Marie), Quartier Centre","Cet immeuble à vocation manufacture légère est très bien situé, entouré par la rue Sherbrooke E. , l'Avenue Papineau ainsi que la rue Notre-Dame E. Ce bâtiment comprend un espace de réception, deux bureaux fermés, une salle conférence à l'étages, deux toilettes, une porte plancher, ainsi qu'une hauteur libre pouvant variée de 14-19pied.",https://www.centris.ca/fr/batisse-industrielle~a-louer~montreal-ville-marie/20084335?view=Summary
Commerciale et bureaux,"13,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D299A93DDDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 250, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 13,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/12838869?view=Summary
Commerciale et bureaux,1 845 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAA62DDDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"8101A, Rue Elmslie, local 101, Montréal (LaSalle)","Bureaux commerciaux de 1054pc dans le secteur industriel de Lasalle, avec possibilité de louer l'espace complet (3200pc) ou un seul des deux étages. Cuisinette et salle de bain sur chaque étage. Possibilité de faire jusqu'à 10 bureaux avec 4 stationnements. Fenestration sur 3 côtés, sud, est et ouest. Plancher en céramique. Chauffage central. Arrêt d'autobus de la STM à moins de 100m.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lasalle/14447255?view=Summary
Commerciale et bureaux,15 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA58739DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"7250, Rue Clark, local 300, Montréal (Villeray/Saint-Michel/Parc-Extension), Quartier Villeray","Magnifique local d'environ 5,000 pc, sera rénové, niveau 3e étage, près du métro Castelnau et du parc Jarry. Idéal pour bureaux, entreposage, etc",https://www.centris.ca/fr/local-commercial~a-louer~montreal-villeray-saint-michel-parc-extension/16608127?view=Summary
Bureaux seulement,1 600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC46DAF5DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"9513, boulevard Gouin Ouest, local 203, Montréal (Pierrefonds-Roxboro), Quartier Pierrefonds/Est","Vivez votre luxe en 2022! Espaces à bureaux de prestige au Centre Profesionnel Pierrefonds, un immeuble situé au coeur des activités économiques du secteur. Possibilité d'affichage extérieur.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-pierrefonds-roxboro/28731761?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2F09197DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"600, Rue Jean-Talon Est, local M-105, Montréal (Rosemont/La Petite-Patrie), Quartier La Petite-Patrie",Cet établissement offre un accès direct à la ligne de métro bleue et orange. Près de 2000 personnes travaillent dans le bâtiment.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-rosemont-la-petite-patrie/27287686?view=Summary
Bureaux seulement,1 980 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA3D22EDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"1405, boulevard Henri-Bourassa Ouest, local 210, Montréal (Ahuntsic-Cartierville), Quartier Nouveau Bordeaux","Bureau rénové de 1358 pieds carrés dans un immeuble à bureau situé sur le boul. Henri-Bourassa à Ahuntsic, Montréal. Situé à 1 minutes de l'autoroute 15. 3 bureaux fermés et un grand espace ouvert et beaucoup de fenestration. Prix: 1980$/mois Tout inclus! (Frais d'opération, taxes scolaire et municipales, électricité, air climatisé et chauffage sont tous inclus!)",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/11910946?view=Summary
Commerciale et bureaux,"13,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2971D01DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 270, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 13,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/14074746?view=Summary
Bureaux seulement,28 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC4B90CDDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"4999, boulevard Saint-Charles, local 204, Montréal (L'Île-Bizard/Sainte-Geneviève), Quartier Sainte-Geneviève","Bureaux renovés, immeuble trés bien entretenu. Environnement calme et agréable. Idéal pour les professionnels et autres. Situé au coin du Boul St-Charles et Boul Gouin O.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-l-ile-bizard-sainte-genevieve/13303850?view=Summary
Commerciale et bureaux,14 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEE246FDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"645, Rue Notre-Dame, Montréal (Lachine), Quartier Est","Lachine === gentrification. Quartier en plein essor avec développement majeur à proximité (voir Villa Nova), loyer bas, Superficie disponible d'environ 2 600 pieds carrés. Historiquement utilisé comme restaurant, l'espace comprend l'équipement existant du restaurant et de la cuisine.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lachine/25126289?view=Summary
Commerciale et bureaux,2 800 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA53D49DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"430Z, Rue Saint-Pierre, local 302, Montréal (Ville-Marie), Quartier Vieux-Montréal","Spacieux espace commercial ou de bureau de 1400 pieds carrés disponible immédiatement. Charmant et plein de caractère, ce local récemment rénové est l'endroit idéal pour bâtir et exploiter votre entreprise. Entièrement équipé et parfaitement situé dans le Vieux-Montréal, ne manquez pas votre chance de travailler dans l'un des quartiers les plus dynamiques de Montréal!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/27679710?view=Summary
Bureaux seulement,3 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE95F0ADDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"442, Rue Saint-Gabriel, local 002, Montréal (Ville-Marie), Quartier Vieux-Montréal","Espace commercial à quelques mètres du palais de justice. Bâtisse sécurisée. Ce local en sous-sol de plus de 1400 pieds carrés comprend un hall d'entrée, une cuisine aménagée, 4 bureaux fermés, un espace de travail commun pour 6 bureaux et une salle de conférence. Plancher vinyle commercial. Idéal pour bureau d'avocats ou société d'informatique.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/24646622?view=Summary
Commerciale et bureaux,"23,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCAB7370DDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"2222, Rue Ontario Est, local RDC, Montréal (Ville-Marie), Quartier Centre","Local commercial à louer au rdc de l'Immeuble avec grande fenestration sur Ontario E. La superficie disponible est de 4078 pi². Endroit stratégique à seulement 5 min de marche du Métro Frontenac. Idéal pour une épicerie, commerce de proximité. L'Immeuble subit actuellement une cure de rajeunissement avec une livraison prévue en avril 2023. Les locaux sont livrés sur le ''Base building''. Plancher à l'époxy, Système CVC neuf. Appelez-nous pour profiter des avantages d'améliorations locatives pendant la construction.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/27286449?view=Summary
