Page,Url,Image,Portion,Cooking Time,Title,Content,Ingredients,Recipe Yield
48,https://www.bucataras.ro/retete/tocanita-de-cartofi-cu-cubulete-inedit-44266.html,https://www.bucataras.ro/uploads/modules/news/44266/656x440_tocanita-de-cartofi-cu-cubulete-inedit-216471.jpg,6,90,"Kockára vágott burgonya pörkölt ""Inedit""",A NAGYAMIÁHOZ MÓDOSÍTÓ burgonyapörköltet AJÁNDÉKOZOK NEKTEK...KICSIT FEJLESZTVE.,"- egy nagy fehér hagyma
- 2 evőkanál paprika paszta
- 7-8 nagy burgonya
- 1 sárgarépa
- só és bors ízlés szerint
- olaj, víz
- 1 zacskó szójakocka ""INEDIT""",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/chiftele-de-fasole-44283.html,https://www.bucataras.ro/uploads/modules/news/44283/656x440_chiftele-de-fasole-216552.jpg,-,120,Babpogácsák,"Ma bemutatkozom valamivel. :) Ha még nem próbáltad, akkor kihívlak, hogy csináld meg és biztosan elégedett leszel az eredménnyel.","500 g kis bab
100 g rizs
1 sárgarépa
1 petrezselyem gyökér
1/2 csokor friss petrezselyem
1 tk száraz petrezselyem
1 tk szárított kapor
1/2 teáskanál szárított kakukkfű
1/4 teáskanál bors
1 tk nagy só
5 gerezd fokhagyma
4 evőkanál zsemlemorzsa
........
liszt és/vagy szezám
olaj
a víz",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/pateu-din-granule-de-soiainedit-44284.html,https://www.bucataras.ro/uploads/modules/news/44284/656x440_pateu-din-granule-de-soiainedit-216553.jpg,-,30,"Pástétom szójagranulátumból ""Inedit""",Ízletes!!,"fél zacskó ""Inedit"" szójagranulátum
1 piros paprika
2 zöldhagyma
só
bors",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/salata-de-varza-si-ciuperci-44285.html,https://www.bucataras.ro/uploads/modules/news/44285/656x440_salata-de-varza-si-ciuperci-216559.jpg,3,60,Káposzta és gomba saláta,Ízletes!!,"1 kis káposzta
5-6 gomba
3 zöldhagyma
1 zeller
1 teáskanál mustár
1 evőkanál olívaolaj
só",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/mancarica-adunare-generala-de-post-44289.html,https://www.bucataras.ro/uploads/modules/news/44289/656x440_mancarica-adunare-generala-de-post-216572.jpg,6,60,„Közgyűlési” (kiküldetés) étkezés,"Nagyon szerettem ezt a nevet, amit a barátom adott ennek az ételnek, amit böjti napokra készítek és nem csak. Szóval... lássuk, kik vesznek részt a közgyűlésen ;)","-1 nagy száraz hagyma;
- 2 zöldhagyma;
-1/2 kis zeller;
-2 megfelelő sárgarépa;
-1 kaliforniai paprika/kapia;
-10 kis burgonya;
- 2 gerezd fokhagyma;
-400 gr. borsó (konzerv vagy fagyasztott);
-2 evőkanál pirospaprika paszta;
-1 evőkanál húsleves;
- 2 babérlevél;
-só;
-bors;
- egy marék apróra vágott zöldpetrezselyem;
- egy marék apróra vágott zöld kapor;
- olaj (a zöldségek párolásához);
- körülbelül 1 l víz",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/sarmale-inedit-44306.html,https://www.bucataras.ro/uploads/modules/news/44306/656x440_sarmale-inedit-216681.jpg,-,120,"Sarmale ""egyedi""","Nagyon szerettem ezt a nevet, amit a barátom adott ennek az ételnek, amit böjti napokra készítek és nem csak. Szóval... lássuk, kik vesznek részt a közgyűlésen ;)","1 közepes káposzta
200 g szójakocka Egyedi
400 g gomba
250 g rizs
4 hagyma
2 sárgarépa
1 kaliforniai paprika
3 evőkanál paradicsompüré
1 babérlevél
só
bors
olaj
a víz",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
48,https://www.bucataras.ro/retete/snitele-de-soia-inedit-44325.html,https://www.bucataras.ro/uploads/modules/news/44325/656x440_snitele-de-soia-inedit-216801.jpg,-,60,"Szójaszelet ""Inedit""","Nagyon szerettem ezt a nevet, amit a barátom adott ennek az ételnek, amit böjti napokra készítek és nem csak. Szóval... lássuk, kik vesznek részt a közgyűlésen ;)","1 zacskó egyedi szójabab kutyáknak
150-200 ml ásványvíz
4-5 evőkanál liszt
só
bors
keksz
olaj a sütéshez",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
49,https://www.bucataras.ro/retete/salata-de-cartofi-cu-rosii-loboda-si-leurda-43793.html,https://www.bucataras.ro/uploads/modules/news/43793/656x440_salata-de-cartofi-cu-rosii-loboda-si-leurda-214186.jpg,3,30,"Burgonya saláta paradicsommal, lobodával és leurdával","Tavaszi salátát készítettem, friss, piacról származó zöldekkel. Ezt a kinti időjárás ellenére kell csinálni... :)","4 burgonya
12 paradicsom
1 loboda link
1 Leurda link
1 csokor kapor
só
extra szűz olívaolaj
Almaecet",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
49,https://www.bucataras.ro/retete/sarmale-de-post-cu-soia-43810.html,https://www.bucataras.ro/uploads/modules/news/43810/656x440_sarmale-de-post-cu-soia-214254.jpg,8,60,Nagyböjt pakolások szójával,"Tavaszi salátát készítettem, friss, piacról származó zöldekkel. Ezt a kinti időjárás ellenére kell csinálni... :)","káposztalevél két káposztából
4 hagyma
fél sárgarépa
300 ml paradicsomlé
zöld kapor a fagyasztóból
só, bors, ízlés szerint
rizs ára 150 g
egy krumpli
paprika
30 ml olajat
300 ml vizet.
szója - 50 g",1) a használt csészének körülbelül 200-250 ml-nek kell lennie
49,https://www.bucataras.ro/retete/chiftelute-de-soia-coapte-43811.html,https://www.bucataras.ro/uploads/modules/news/43811/656x440_chiftelute-de-soia-coapte-214257.jpg,4,60,Sült szójafasírt,"Tavaszi salátát készítettem, friss, piacról származó zöldekkel. Ezt a kinti időjárás ellenére kell csinálni... :)","50 g szója
megfelelő hagymát
fél sárgarépa
2 burgonya
3 gerezd fokhagyma
zöld kapor
só, bors ízlés szerint
80-100 g zsemlemorzsa
10 ml olajat","1) a készítménynek megfelelően lágynak kell lennie
2) a húsgombóc kívül ropogós, de belül puha és bolyhos."
49,https://www.bucataras.ro/retete/clatite-de-post-cu-visine-si-sos-de-ciocolata-43814.html,https://www.bucataras.ro/uploads/modules/news/43814/656x440_clatite-de-post-cu-visine-si-sos-de-ciocolata-214278.jpg,8,60,Nagyböjti palacsinta cseresznyével és csokoládészósszal,"Előre palacsinta!! Nem igazán volt ilyen...de mivel palacsintáról van szó, mondom, hogy jól működik :))","1 evőkanál kókuszvaj
1 evőkanál barna cukor
1/2 teáskanál só
2 csésze Joya szójatej
1 csésze ásványvíz
2 csésze liszt
3 evőkanál kókusz (elhagyható)
300 gr fagyasztott cseresznye
3 evőkanál barna cukor
1 evőkanál keményítő
500 ml szójatej
1 evőkanál vaníliás porcukor
200 g étcsokoládé nagyböjtre","1) a készítménynek megfelelően lágynak kell lennie
2) a húsgombóc kívül ropogós, de belül puha és bolyhos."
49,https://www.bucataras.ro/retete/clatite-cu-ciuperci-43817.html,https://www.bucataras.ro/uploads/modules/news/43817/656x440_clatite-cu-ciuperci-214296.jpg,6,60,Palacsinta gombával,"Előre palacsinta!! Nem igazán volt ilyen...de mivel palacsintáról van szó, mondom, hogy jól működik :))","300 g gomba
egy hagyma
fél sárgarépa
egy negyed piros kaliforniai paprika
só, bors ízlés szerint
zöld kapor
70 ml olaj
liszt, 5-6 kanál ára (annyi, mint egy palacsintatészta)
víz 400 ml
kömény, majoránna",1) Nem tettem hozzá vizet a gombához.
49,https://www.bucataras.ro/retete/tocanita-de-legume-cu-orez-de-post-43834.html,https://www.bucataras.ro/uploads/modules/news/43834/656x440_tocanita-de-legume-cu-orez-de-post-214378.jpg,5,60,Zöldségpörkölt rizzsel (böjtre),Ezt a pörkölt receptet édesanyámtól kaptam. Tökéletes egy gyors naphoz. Remélem nektek is tetszik ;),"2 megfelelő hagyma (egy vörös és egy fehér)
2 egészséges sárgarépa
1 2 cm vastag szelet zellergyökér
2 nagy paradicsom (léhez)
2 nagy fánk (egy zöld, egy piros).
1 nagy sárga kaliforniai paprika
4 gerezd fokhagyma
130 gr rizs
néhány karfiol virágot
néhány zellerlevél
fél csokor zöldpetrezselymet
2-3 babérlevél
olaj
só, bors ízlés szerint",1) Nem tettem hozzá vizet a gombához.
49,https://www.bucataras.ro/retete/cartofi-cu-rozmarin-43841.html,https://www.bucataras.ro/uploads/modules/news/43841/656x440_cartofi-cu-rozmarin-214412.jpg,5,30,Burgonya rozmaringgal,Ezt a pörkölt receptet édesanyámtól kaptam. Tökéletes egy gyors naphoz. Remélem nektek is tetszik ;),"1 kg burgonya
1 teáskanál rozmaring
3 evőkanál olívaolaj
só bors","1) Ideálisak húsok köretének, de akár úgy is fogyaszthatóak."
49,https://www.bucataras.ro/retete/bruschete-43844.html,https://www.bucataras.ro/uploads/modules/news/43844/656x440_bruschete-214419.jpg,-,30,hirtelenség,Ezt a pörkölt receptet édesanyámtól kaptam. Tökéletes egy gyors naphoz. Remélem nektek is tetszik ;),"a lehető legérettebb paradicsomot
rúd
olivaolaj
2 gerezd fokhagyma
bazsalikom
bors
só.","1) Ideálisak húsok köretének, de akár úgy is fogyaszthatóak."
49,https://www.bucataras.ro/retete/pireu-de-telina-cu-sos-de-ciuperci-si-sfecla-rosie-43848.html,https://www.bucataras.ro/uploads/modules/news/43848/656x440_pireu-de-telina-cu-sos-de-ciuperci-si-sfecla-rosie-214439.jpg,2,30,Zellerpüré gomba és cékla szósszal,Böjt ebéd!! Finom és egészséges!!,"5 gomba
3 zöldhagyma
petrezselyem
só
kapor
fél zeller
1 piros paprika
cékla tormával ecetben","1) Ideálisak húsok köretének, de akár úgy is fogyaszthatóak."
49,https://www.bucataras.ro/retete/varza-a-la-cluj-cu-soia-43860.html,https://www.bucataras.ro/uploads/modules/news/43860/656x440_varza-a-la-cluj-cu-soia-214514.jpg,4,90,Kolozsvári káposzta szójával,"Ha még böjtölünk, adok egy főzési ötletet, ha pontosan követi a receptemet, garantálom, hogy nem fogja tudni, mit eszik!","1 édes vagy savanyú káposzta (ízlés szerint)
100 ml olajat
1 csésze rizs
200 g szójagranulátum
1 hagyma
2 evőkanál húsleves
só
bors
kakukkfű
3 gerezd fokhagyma",1) 1 liter vízben főtt sűrített zöldségkockából gyorsan elkészítheted a zöldséglevest
49,https://www.bucataras.ro/retete/tocana-de-legume-de-post-43881.html,https://www.bucataras.ro/uploads/modules/news/43881/656x440_tocana-de-legume-de-post-214604.jpg,5,60,Zöldségpörkölt (böjt),"Pontosan az én ízlésemnek megfelelő pörkölt, sok zöldséggel és gyorsan.","6 megfelelő burgonya
2 kaliforniai paprika
1 sárgarépa
2 kisebb hagyma vagy egy nagyobb
3 paradicsom
2 gerezd fokhagyma
só, bors
zöld petrezselyem",1) 1 liter vízben főtt sűrített zöldségkockából gyorsan elkészítheted a zöldséglevest
49,https://www.bucataras.ro/retete/mancare-de-fasole-verde-cu-dovlecel-43890.html,https://www.bucataras.ro/uploads/modules/news/43890/656x440_mancare-de-fasole-verde-cu-dovlecel-214687.jpg,4,60,Zöldbabos étel cukkinivel,Csodálatos ebéd böjti napokra!!,"500 g zöldbab
1 cukkini
1 hagyma
1 capia paprika
a víz
só
bors
petrezselyem",1) 1 liter vízben főtt sűrített zöldségkockából gyorsan elkészítheted a zöldséglevest
49,https://www.bucataras.ro/retete/mancare-de-fasole-verde-43892.html,https://www.bucataras.ro/uploads/modules/news/43892/656x440_mancare-de-fasole-verde-214695.jpg,6,60,Zöldbabliszt,Csodálatos ebéd böjti napokra!!,"3 zacskó zöldbab
egy répa
2 kör zeller
egy hagyma
2 kör paszternák
egy szál friss kapor
200 ml paradicsomlé
egy szem fokhagymával
kakukkfű, só, bors ízlés szerint
két babérlevél
30 ml olajat",1) 1 liter vízben főtt sűrített zöldségkockából gyorsan elkészítheted a zöldséglevest
49,https://www.bucataras.ro/retete/supa-de-cartofi-43893.html,https://www.bucataras.ro/uploads/modules/news/43893/656x440_supa-de-cartofi-214698.jpg,5,60,Krumpli leves,Csodálatos ebéd böjti napokra!!,"4 burgonya
fél sárgarépa
néhány szelet zöldpaprika
egy hagyma
egy kör zeller
egy kör paszternák
zöld petrezselyem
só, bors, kakukkfű, paprika ízlés szerint.
30 ml olajat
fél kör tészta",1) 1 liter vízben főtt sűrített zöldségkockából gyorsan elkészítheted a zöldséglevest
49,https://www.bucataras.ro/retete/salata-de-conopida-cu-cartofi-43894.html,https://www.bucataras.ro/uploads/modules/news/43894/656x440_salata-de-conopida-cu-cartofi-214700.jpg,-,60,Karfiol saláta burgonyával,Ezt a különösen jó receptet Sidy barátomtól kaptam.,"1 karfiol
6-7 kis burgonya
1 kis hagyma
2-3 gerezd fokhagyma
100 ml olívaolaj vagy más napraforgóolaj
1 teáskanál mustár
zöld kapor
citromlé
só
bors","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/tocanita-de-ciuperci-cu-lapte-de-soia-43895.html,https://www.bucataras.ro/uploads/modules/news/43895/656x440_tocanita-de-ciuperci-cu-lapte-de-soia-214701.jpg,2,60,Gombapörkölt szójatejjel,Csodás ebéd!!,"5 gomba
1 szál zöldhagyma
200 ml vizet
100 ml szójatej
1 evőkanál reszelt teljes kiőrlésű liszt
só
petrezselyem","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/supa-crema-de-rosii-43899.html,https://www.bucataras.ro/uploads/modules/news/43899/656x440_supa-crema-de-rosii-214737.jpg,4,90,Paradicsomkrémleves,"Azt hiszem, mára már rájött, hogy a felkészülésem fő haszonélvezője Alex bátyám.","összetevőket
1 hagyma,
2 sárgarépa,
1 burgonya (nagy),
egy kis zeller
egy paszternák
1 piros cím,
2 kg. jól érett paradicsom,
2 evőkanál olaj,
3 l víz
2 evőkanál rizs
só
zöld petrezselyem","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/ciorba-cu-perisoare-din-soia-43902.html,https://www.bucataras.ro/uploads/modules/news/43902/656x440_ciorba-cu-perisoare-din-soia-214740.jpg,6,60,Szójabab leves,"A recept a Szelevesek szakácsaitól származik, de hozzánk adaptálva ;)","100 g szójagranulátum,
50 ml olaj,
1 kis hagyma,
5 evőkanál liszt,
1 evőkanál szárított kapor
50 g gomba
1 evőkanál búzadara
só bors
2 közepes méretű sárgarépa,
1 petrezselyem gyökér,
1 paszternák gyökér
1/4 zeller gyökér,
1 kis hagyma,
250 ml borscht
1 evőkanál apróra vágott zöld leustean levél
1 evőkanál zöldpetrezselyem
1 evőkanál zöld kapor
2 evőkanál olaj,","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/piftele-din-soia-cu-ciuperci-43906.html,https://www.bucataras.ro/uploads/modules/news/43906/656x440_piftele-din-soia-cu-ciuperci-214765.jpg,6,60,Szójafasírt gombával,"A recept a Szelevesek szakácsaitól származik, de hozzánk adaptálva ;)","100 g Szója granulátum Egyedi
200 g gomba
2 nagy hagyma
6 gerezd fokhagyma
1 nagy sárgarépa
3 evőkanál lisztet
3 evőkanál búzadara
3 evőkanál zsemlemorzsa
1 evőkanál szárított kapor
só, bors
olaj","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/tocanita-inedit-de-legume-cu-soia-43919.html,https://www.bucataras.ro/uploads/modules/news/43919/656x440_tocanita-inedit-de-legume-cu-soia-214872.jpg,3,60,"""INEDIT"" zöldségpörkölt szójával","A recept a Szelevesek szakácsaitól származik, de hozzánk adaptálva ;)","- egy zacskó szójakocka
1 hagyma
1 sárgarépa
2 paprika
2 csésze vizet
100 ml paradicsomlé
só
oregano.","1) főtt tojássárgájából majonézzel is elkészíthető
2) Ha nem böjtről van szó, tehetsz bele egy-két teáskanál joghurtot is"
49,https://www.bucataras.ro/retete/chec-de-post-by-laura-43931.html,https://www.bucataras.ro/uploads/modules/news/43931/656x440_chec-de-post-by-laura-214942.jpg,-,90,Postai csekket Laura,"Kéjes ember vagyok.......bevallom.Igen amikor megláttam Laura szöszmötölését,rá gondoltam. Szóval.........végrehajtás! Kis változtatásokkal.","1 1/2 csésze Joya tej
1/2 csésze olaj
1 csésze cukor
2 csésze liszt
1 csomag vaníliás cukor
1 zacskó sütőpor
egy marék mazsola
2 evőkanál kakaót","1) az azonos méretű csészét minden hozzávalóhoz használják, amely egy csészét mér"
49,https://www.bucataras.ro/retete/chiftelute-de-tofu-cu-marar-reteta-video-43949.html,https://www.bucataras.roNone,3,30,Tofu húsgombóc kaporral (videós recept),Egy nagyon egyszerű és hatékony videós recept tofus és kaporos húsgombócról Radu Popovici nagyon szép előadásában,"- egy doboz köményes Inedit tofu sajt
egy citrom
2-3 kanál eredeti szója majonéz
3-4 gerezd fokhagyma
1 csokor kapor
1/2 csokor petrezselyem
só, bors
egy paradicsom","1) az azonos méretű csészét minden hozzávalóhoz használják, amely egy csészét mér"
49,https://www.bucataras.ro/retete/fasole-boabe-in-stil-toscan-43952.html,https://www.bucataras.ro/uploads/modules/news/43952/656x440_fasole-boabe-in-stil-toscan-215032.jpg,-,120,Toszkán stílusú bab,Egy nagyon egyszerű és hatékony videós recept tofus és kaporos húsgombócról Radu Popovici nagyon szép előadásában,"500 g fehér bab
friss rozmaring
1 ág zsálya
2 gerezd zöld fokhagyma
2 gerezd fokhagyma
1 sárgarépa
olivaolaj
só
őrölt bors
zöld petrezselyem","1) az azonos méretű csészét minden hozzávalóhoz használják, amely egy csészét mér"
49,https://www.bucataras.ro/retete/tocanita-de-cartofi-cu-ciuperci-43956.html,https://www.bucataras.ro/uploads/modules/news/43956/656x440_tocanita-de-cartofi-cu-ciuperci-215043.jpg,4,60,Burgonya ragu gombával,Egyszerű és egészséges pörkölt,"1 kg burgonya
400 g gomba
1 kaliforniai paprika
1 nagy hagyma
50 ml olajat
só és bors ízlés szerint.","1) az azonos méretű csészét minden hozzávalóhoz használják, amely egy csészét mér"
49,https://www.bucataras.ro/retete/tocanita-de-mazare-43961.html,https://www.bucataras.ro/uploads/modules/news/43961/656x440_tocanita-de-mazare-215070.jpg,4,30,Borsópörkölt,"Egyszerű, böjtös és ízletes étel...persze mindenki tudja, hogyan kell elkészíteni, de gondoltam elmesélem az elkészítési módomat....","500 gr fagyasztott borsó
2-3 burgonya
1 sárgarépa
1 hagyma
100 ml olívaolaj
100 ml paradicsomleves
só
bors
kakukkfű vagy oregánó
1-2 babérlevél",1) Az intenzívebb íz érdekében 2-3 szelet fokhagymát tehetsz bele.
49,https://www.bucataras.ro/retete/ciuperci-cu-spanac-i-soia-43972.html,https://www.bucataras.ro/uploads/modules/news/43972/656x440_ciuperci-cu-spanac-i-soia-215111.jpg,4,30,Gomba spenóttal és szójával,Szuper laktató snack!,"csiperkegomba kb. 500 g,
4 zöld hagyma,
zöld fokhagyma 2 gerezd,
leurda 1/2 kötvény,
friss spenót kb. 250 g,
zöld kapor 1 link,
Inedit szójakockák,
kakukkfű,
húsleves kb. 300 ml,
olivaolaj,
jódozott só,
frissen őrölt bors,
Babérlevél.",1) Az intenzívebb íz érdekében 2-3 szelet fokhagymát tehetsz bele.
49,https://www.bucataras.ro/retete/sarmalute-vegetariene-in-frunze-de-salata-43974.html,https://www.bucataras.ro/uploads/modules/news/43974/656x440_sarmalute-vegetariene-in-frunze-de-salata-215122.jpg,6,90,Vegetáriánus sarmalutes salátalevélben,Jó..nagyon jó...és böjt!,"2 nagy saláta (nagy levelekkel)
5 csiperke gomba
1 fehér hagyma
1 csokor zöldhagyma
1 cukkini
1 vadhús
1 kis sárgarépa
1 csokor kapor
kakukkfű
bors
só ízlés szerint
2 evőkanál paprika paszta
1 doboz Cirio pépes paradicsom (levesben)
1 kis tál arany mazsola (egy marék)
1 tál víz
1/2 citrom leve
2 evőkanál növényi olaj (pálma)
1 csésze kerek szemű rizs
fűszerezett paradicsomlé (vagy normál, ideális esetben házi készítésű)",1) Az intenzívebb íz érdekében 2-3 szelet fokhagymát tehetsz bele.
49,https://www.bucataras.ro/retete/bulgarasi-si-baghete-de-cartofi-43976.html,https://www.bucataras.ro/uploads/modules/news/43976/656x440_bulgarasi-si-baghete-de-cartofi-215130.jpg,6,60,Bulgárok és burgonyás bagettek,Jó..nagyon jó...és böjt!,"5 burgonya
1 nagy sárgarépa
1 hagyma
3 gerezd fokhagyma
3 evőkanál fehér liszt
margarin
1 csésze kukoricaliszt
oregano
öböl
curry
só
olaj",1) Sütőben is elkészíthetők
49,https://www.bucataras.ro/retete/salata-de-cruditati-cu-maioneza-de-post-43985.html,https://www.bucataras.ro/uploads/modules/news/43985/656x440_salata-de-cruditati-cu-maioneza-de-post-215157.jpg,-,30,Nyers zöldség saláta böjt majonézzel,"A böjt majonézt többféleképpen is elkészítheted, de én jobban szeretem a sült burgonyával készültet.","két megfelelően nagy sárgarépa
egy közepes zeller
egy kis vörös répa
egy nagy alma
zöldsaláta díszítéshez
egy endívia
só
bors
két sült burgonya
egy kanál mustárt
napraforgóolaj
citromlé","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/placinta-cu-mere-de-post-43986.html,https://www.bucataras.ro/uploads/modules/news/43986/656x440_placinta-cu-mere-de-post-215160.jpg,-,60,Almás pite (böjtre),"Imádom az almát nyersen és sütve vagy süteményben egyaránt. És mivel egy ideje nem csináltam semmit az almával, nekiláttam a dolognak!","1 csomag margarin (250g)
15 evőkanál liszt
7 evőkanál vizet
1 sütőpor (vagy bikarbonát) citromlével oltva
citrom reszelt héja
narancs reszelt héja
kristálycukor
porcukor
őrölt fahéj
10 nagy alma","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/piftelute-cu-soia-inedit-43989.html,https://www.bucataras.ro/uploads/modules/news/43989/656x440_piftelute-cu-soia-inedit-215186.jpg,-,60,"Húsgombóc szójával ""Inedit""","Imádom az almát nyersen és sütve vagy süteményben egyaránt. És mivel egy ideje nem csináltam semmit az almával, nekiláttam a dolognak!","300 gr ""Inedit"" granulált szója
7 megfelelő burgonya
2 fej fokhagyma
3 tojás
5 evőkanál lisztet
kapor
bors
só","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/ciorba-magica-cu-legume-43996.html,https://www.bucataras.ro/uploads/modules/news/43996/656x440_ciorba-magica-cu-legume-215195.jpg,-,15,"""Varázslatos"" leves zöldségekkel","Imádom az almát nyersen és sütve vagy süteményben egyaránt. És mivel egy ideje nem csináltam semmit az almával, nekiláttam a dolognak!","2 hagyma
4 burgonya
1 sárgarépa
1 paszternák
1 alkalmas zeller
2 paprika
lovage
só
bors
varázscsere
házi tészta
4 evőkanál olaj
3 evőkanál paradicsompüré","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/mancare-de-mazare-cu-soia-inedit-44020.html,https://www.bucataras.ro/uploads/modules/news/44020/656x440_mancare-de-mazare-cu-soia-inedit-215391.jpg,4,60,"""Inedit"" borsóliszt szójával","Imádom az almát nyersen és sütve vagy süteményben egyaránt. És mivel egy ideje nem csináltam semmit az almával, nekiláttam a dolognak!","1 csomag szójakocka Unedit
400 gr borsó
1 hagyma
1 evőkanál házi zöldek
fél csésze paradicsomlé
2 evőkanál lisztet
bors
só
olaj","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/ciupercute-cu-orez-44024.html,https://www.bucataras.ro/uploads/modules/news/44024/656x440_ciupercute-cu-orez-215441.jpg,4,15,Gomba rizzsel,"Imádom az almát nyersen és sütve vagy süteményben egyaránt. És mivel egy ideje nem csináltam semmit az almával, nekiláttam a dolognak!","500 gramm gomba
100 gr húsleves
50 ml olajat
1 db. hagyma
1 teáskanál só,
fehér bors
3 db. bors
100 gr rizs","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/lasagnade-post-44059.html,https://www.bucataras.ro/uploads/modules/news/44059/656x440_lasagnade-post-215618.jpg,4,90,Lasagna (böjt),"Tökéletes recept, amihez növényi sajtot tettem, az extra ízért.","-
1 hagyma-
2 gerezd fokhagyma-
1 cukkini-
1 piros kaliforniai paprika
1 zöld kaliforniai paprika
10 kimagozott olajbogyó
250 ml paradicsomlé
1 teáskanál oregánó-
só, bors, ízlés szerint
1 evőkanál olívaolaj-
100 g növényi sajt, reszelve
-
3 evőkanál olívaolaj-
6 evőkanál liszt
1 csésze Joya kalcium ital
só
szerecsendió","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/mancare-noddles-inedit-44064.html,https://www.bucataras.ro/uploads/modules/news/44064/656x440_mancare-noddles-inedit-215622.jpg,4,60,"Étel ""ÚJ GOMBOK""",Böjti étkezés!!,"Egy zacskó szója tészta
a víz
2 paprika
2 vöröshagyma
só
1 evőkanál olívaolaj
bors
oregano
kakukkfű.","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/mancare-de-castraveti-44065.html,https://www.bucataras.ro/uploads/modules/news/44065/656x440_mancare-de-castraveti-215633.jpg,2,30,Uborka étel,Böjti étkezés!!,"4 zöld uborka
1 hagyma
a víz
só
bors
kapor
petrezselyem
citromlé.","1) A böjt majonéz egy másik fajtája a főtt zellerrel, olajjal és citrommal készült."
49,https://www.bucataras.ro/retete/orez-cu-lapte-de-post-44070.html,https://www.bucataras.ro/uploads/modules/news/44070/656x440_orez-cu-lapte-de-post-215651.jpg,4,30,Rizs tejjel (böjt),"Nyilván mindenki tudja, mi az a rizs tejjel. Nálunk például főleg a parastase-ben készültet még ma is collareznek hívják. És mivel par excellence ""édes"" desszert, kipróbáltam a böjt változatot is, szójatejjel.","1 liter szójatej (én mézzel és gabonával volt)
20 gr. cukor
100 gr. rizs
citromhéj
narancshéj
fahéj","1) A jobb íz érdekében vaníliás vagy vaníliás cukrot adhatunk hozzá. Természetesen más fűszerek is hozzáadhatók, mindenki ízlése és kedve szerint.
2) A szójatej egy kicsit sötétebb színű. Ezért, ha a rizs szokás szerint nem fehéredik ki, az a tej ""hibája""."
49,https://www.bucataras.ro/retete/varza-calita-cu-soia-inedit-44087.html,https://www.bucataras.ro/uploads/modules/news/44087/656x440_varza-calita-cu-soia-inedit-215702.jpg,1,90,Párolt káposzta szójával (ÚJ),"Nyilván mindenki tudja, mi az a rizs tejjel. Nálunk például főleg a parastase-ben készültet még ma is collareznek hívják. És mivel par excellence ""édes"" desszert, kipróbáltam a böjt változatot is, szójatejjel.","2 kg káposzta
100 g kis granulált szója INEDIT
1 hagyma
olaj
1 babérlevél
1 teáskanál paprika
Paradicsomlé
vegetál","1) szója
2) káposzta
3) zöldségek"
